timestamp,gx,gy,gz,ax,ay,az,vx_gt,vy_gt,vz_gt
6.920000,3.379028,-1.473113,-1.890402,-0.754312,-1.243992,-7.741091,-0.092950,0.087566,0.231674
6.940000,3.134327,-2.009592,-2.120619,-2.673981,0.727365,-10.568789,-0.054992,-0.005852,0.252873
6.960000,2.489190,-2.395092,-1.917381,-6.532251,3.550536,-14.738782,-0.046938,-0.047433,0.219142
6.980000,0.657676,-2.133602,-1.265550,-8.216881,3.946915,-14.818955,-0.106322,-0.021459,0.101533
7.000000,-1.346729,-1.688746,-0.912464,-3.081201,7.164729,-5.699374,-0.190157,0.019659,-0.019965
7.020000,-1.272448,-1.733017,-0.734264,-3.409657,5.847383,-8.417500,-0.163833,0.125323,0.037347
7.040000,-1.749156,-2.563124,-0.073860,6.213258,1.461871,-14.218834,-0.138198,0.201598,0.036438
7.060000,-0.185928,0.112233,0.273740,0.076750,0.169450,-19.172910,0.087335,0.185927,-0.086005
7.080000,-0.677433,0.121169,0.403383,0.248512,0.410418,-19.492259,0.088870,0.189316,-0.273263
7.100000,-0.679157,-0.056458,0.427601,-9.748008,-0.056527,17.707021,0.093316,0.195736,-0.466917
7.120000,-1.544372,-1.320805,0.152259,0.761134,-1.985328,-10.261177,-0.102313,0.190210,0.083373
7.140000,1.580422,-0.995897,-0.408858,0.402838,-0.830576,-15.260861,-0.083420,0.135677,0.073754
7.160000,3.065193,-0.922218,-0.714964,-0.225198,-3.160607,-6.670867,-0.067414,0.105501,-0.035894
7.180000,-1.074617,0.743313,-0.348243,3.832210,0.127564,-10.856384,-0.060165,0.038461,0.026499
7.200000,-0.926713,0.050687,-0.118612,2.310359,1.994943,-11.384019,0.028757,0.043164,0.005175
7.220000,-0.659801,-0.000588,0.355619,0.645098,-0.168750,-9.480588,0.085393,0.082735,-0.026583
7.240000,0.521663,1.103204,0.571612,1.693182,-0.992162,-9.732989,0.109249,0.075250,-0.020344
7.260000,1.185886,1.934168,0.314684,2.333688,-0.621196,-4.449566,0.151944,0.050624,-0.019061
7.280000,-0.623773,0.146337,0.040906,0.345695,-0.816065,-12.451616,0.200877,0.036996,0.088131
7.300000,0.136521,0.156203,0.102730,0.400743,-1.463683,-13.899220,0.204120,0.021630,0.035262
7.320000,0.317042,0.716730,0.247400,-1.737430,-0.962524,-5.163309,0.208152,-0.008339,-0.046564
7.340000,0.473243,-0.472877,-0.558801,3.241785,1.787635,-12.199698,0.167404,-0.027459,0.046278
7.360000,-0.770859,-0.806291,-0.089780,-2.068579,-1.854119,-9.724414,0.227164,0.013400,-0.001648
7.380000,1.191885,0.767597,0.233403,0.826101,-1.750990,-11.020293,0.183687,-0.019055,-0.000002
7.400000,-0.133385,2.204033,0.473571,-2.572174,2.377578,-6.736582,0.198145,-0.049459,-0.024273
7.420000,-0.452936,-0.332048,0.683402,0.270130,-0.941909,-10.916131,0.138519,0.005804,0.036873
7.440000,0.500899,-0.457412,0.452790,0.483188,-0.839706,-11.271030,0.133998,-0.007426,0.014419
