time_s,phase,amp_rad,freq_hz,motor_idx,signal,command_rad,actual_rad
1.8700000055105193e-06,1.174955655904944e-05,0.3,1.0,0,1.1749556558779097e-05,3.524866967633729e-06,-0.005711986642890533
0.019321106000006694,0.12139808933770141,0.3,1.0,0,0.12110012500695538,0.03633003750208661,-0.005711986642890533
0.038374493999981496,0.24111405687113494,0.3,1.0,0,0.23878460443932206,0.07163538133179662,-0.005711986642890533
0.05740612400001055,0.3606933148589957,0.3,1.0,0,0.35292301973089546,0.10587690591926864,-0.011423973285781066
0.0764322859999993,0.48023821638934355,0.3,1.0,0,0.46199045916505255,0.13859713774951576,0.022847946571562132
0.09544085400000313,0.5996725715574917,0.3,1.0,0,0.5643722047774417,0.16931166143323248,0.022847946571562132
0.11445357100001274,0.7191329956615156,0.3,1.0,0,0.6587326053957051,0.19761978161871152,0.022847946571562132
0.1335189170000035,0.8389240975249527,0.3,1.0,0,0.7439245642162928,0.22317736926488785,0.022847946571562132
0.15253094899998132,0.9583802176468413,0.3,1.0,0,0.8182615165004765,0.24547845495014295,0.1770715859296065
0.17153388799999902,1.0777792047649826,0.3,1.0,0,0.8809089090832164,0.2642726727249649,0.1770715859296065
0.19053943799997342,1.1971945972796887,0.3,1.0,0,0.9310188601665819,0.27930565804997454,0.2284794657156213
0.2095679139999902,1.3167540381010134,0.3,1.0,0,0.9679044301557617,0.29037132904672847,0.2284794657156213
0.22857557600002565,1.436182700703472,0.3,1.0,0,0.9909532594245232,0.29728597782735694,0.2284794657156213
0.2475805889999947,1.5555947191476345,0.3,1.0,0,0.9998844577875384,0.2999653373362615,0.2513274122871834
0.266588712999976,1.6750262845813646,0.3,1.0,0,0.9945729738351685,0.29837189215055054,0.26846337221585503
0.285618004000014,1.7945908461988482,0.3,1.0,0,0.9750623491169546,0.29251870473508634,0.2913113187874172
0.3046231469999725,1.9140036814570343,0.3,1.0,0,0.9416802068695931,0.2825040620608779,0.2913113187874172
0.3236325299999976,2.0334431574213414,0.3,1.0,0,0.8948743047102745,0.26846229141308237,0.2913113187874172
0.3426402470000198,2.1528721655989087,0.3,1.0,0,0.8353232391759059,0.25059697175277174,0.2913113187874172
0.3616637229999924,2.27240019049342,0.3,1.0,0,0.7638079666332718,0.22914238998998152,0.2970233054303077
0.380662626000003,2.391773818675617,0.3,1.0,0,0.6815061923613729,0.20445185770841187,0.2970233054303077
0.3996658049999837,2.511174313757999,0.3,1.0,0,0.5894827364717367,0.17684482094152099,0.26846337221585503
0.4186704109999937,2.6305837749459986,0.3,1.0,0,0.4890574915865982,0.14671724747597947,0.2513274122871834
0.43769749799997726,2.7501344884227232,0.3,1.0,0,0.3815366806321077,0.11446100418963231,0.2513274122871834
0.4567417889999774,2.8697932978195766,0.3,1.0,0,0.2684651706810334,0.08053955120431003,0.2513274122871834
0.47575452400002405,2.989253835021169,0.3,1.0,0,0.1517502778039792,0.04552508334119376,0.2513274122871834
0.4947660749999727,3.1087069329307417,0.3,1.0,0,0.03287979348942729,0.009863938046828186,0.11423973285781065
0.5137874769999939,3.2282219264992316,0.3,1.0,0,-0.0865209601063964,-0.02595628803191892,0.11423973285781065
0.532795249000003,3.347651280251908,0.3,1.0,0,-0.20460350570536343,-0.06138105171160903,0.11423973285781065
0.5518240580000224,3.4672128133739566,0.3,1.0,0,-0.3198964192865021,-0.09596892578595062,0.005711986642890533
0.5710450319999723,3.587981754800122,0.3,1.0,0,-0.4317112821592744,-0.1295133846477823,-0.034271919857343194
0.5902093029999946,3.7083944207702704,0.3,1.0,0,-0.5369366981317306,-0.16108100943951917,-0.034271919857343194
0.6093559999999911,3.828696666041668,0.3,1.0,0,-0.6343009972526926,-0.19029029917580778,-0.09139178628624853
0.6284738080000238,3.9488173963729536,0.3,1.0,0,-0.722370852077277,-0.2167112556231831,-0.13137569278648226
0.647603413000013,4.069012249441035,0.3,1.0,0,-0.8000746205216454,-0.2400223861564936,-0.13137569278648226
0.6667484800000238,4.189304253120472,0.3,1.0,0,-0.866282313518422,-0.2598846940555266,-0.18278357257249706
0.6858926030000134,4.309590325472845,0.3,1.0,0,-0.9199675407804873,-0.2759902622341462,-0.21134350578694971
0.7051149100000202,4.4303676423853835,0.3,1.0,0,-0.9604948671744016,-0.2881484601523205,-0.21134350578694971
0.7242379959999994,4.550521535368384,0.3,1.0,0,-0.9869280441541315,-0.29607841324623946,-0.21134350578694971
0.7433851000000118,4.670826337896301,0.3,1.0,0,-0.9991363977048124,-0.2997409193114437,-0.2627513855729645
0.7625219450000031,4.79106668122602,0.3,1.0,0,-0.9969065059630892,-0.29907195178892676,-0.2627513855729645
0.7816130690000023,4.911019751040358,0.3,1.0,0,-0.9803376829249122,-0.29410130487747366,-0.2627513855729645
0.8007535429999848,5.031282896049501,0.3,1.0,0,-0.9495827744986151,-0.2848748323495845,-0.27417535885874555
0.8198757220000061,5.151431090183693,0.3,1.0,0,-0.9051592513183159,-0.27154777539549474,-0.27417535885874555
0.8389185679999969,5.271080820377718,0.3,1.0,0,-0.8479492624092404,-0.2543847787227721,-0.27417535885874555
0.8579318220000118,5.390544618552286,0.3,1.0,0,-0.7787311174246695,-0.23361933522740083,-0.27417535885874555
0.8769702609999968,5.510166658748626,0.3,1.0,0,-0.6982991835798295,-0.20948975507394882,-0.2798873455016361
0.895977237000011,5.6295910110858305,0.3,1.0,0,-0.608043851275891,-0.18241315538276728,-0.2627513855729645
0.9149876390000031,5.749036889615758,0.3,1.0,0,-0.5091082649956857,-0.15273247949870572,-0.2627513855729645
0.9339968740000018,5.868475435668474,0.3,1.0,0,-0.4029244121049667,-0.12087732363149001,-0.2627513855729645
0.9531022200000052,5.988517864944278,0.3,1.0,0,-0.29042164207066734,-0.0871264926212002,-0.2627513855729645
0.972159492000003,6.108258236369589,0.3,1.0,0,-0.17403632182179174,-0.05221089654653752,-0.2627513855729645
0.9911675609999975,6.227689456228211,0.3,1.0,0,-0.055467369414662356,-0.016640210824398705,-0.2627513855729645
1.0101746849999813,6.347114738476649,0.3,1.0,0,0.06388589389356022,0.019165768168068066,-0.09710377292913905
1.0292126790000111,6.46673398265581,0.3,1.0,0,0.1825197808157952,0.05475593424473856,-0.09710377292913905
1.048215674000005,6.586133321632179,0.3,1.0,0,0.29833526420801254,0.08950057926240376,-0.09710377292913905
1.0672154920000025,6.70551269892885,0.3,1.0,0,0.40988446243886084,0.12296533873165824,-0.09710377292913905
1.0862280179999857,6.8249719229443135,0.3,1.0,0,0.5156675661297795,0.15470026983893384,-0.09710377292913905
1.1052476369999908,6.9444757135933,0.3,1.0,0,0.6141357522675324,0.1842407256802597,-0.09710377292913905
1.1242504040000085,7.063873620003568,0.3,1.0,0,0.7037685834687908,0.21113057504063723,0.11423973285781065
1.143250911999985,7.183257332697968,0.3,1.0,0,0.7833716793758178,0.23501150381274533,0.11423973285781065
1.162252790000025,7.302649653356639,0.3,1.0,0,0.8518275567446286,0.25554826702338856,0.11423973285781065
1.1812688169999888,7.422130874803742,0.3,1.0,0,0.9081926659106602,0.27245779977319806,0.11423973285781065
1.2002691389999995,7.5415134188258905,0.3,1.0,0,0.9515777194549999,0.2854733158365,0.22276747907273076
