time_s,phase,amp_rad,freq_hz,motor_idx,signal,command_rad,actual_rad,actual_vel
0.0,0.12566370614359174,0.3,1.0,1,0.12533323356430426,0.03759997006929128,-2.0380643036332913e-05,-0.003177296370267868
0.02,0.25132741228718347,0.3,1.0,1,0.2486898871648548,0.07460696614945643,-2.3499891540268436e-05,-0.002833917737007141
0.04,0.3769911184307752,0.3,1.0,1,0.368124552684678,0.11043736580540339,-2.7823283744510263e-05,-0.002752739703282714
0.06,0.5026548245743669,0.3,1.0,1,0.4817536741017153,0.1445261022305146,0.014498531818389893,0.7885896563529968
0.08,0.6283185307179586,0.3,1.0,1,0.5877852522924731,0.17633557568774194,0.04038151726126671,1.1690179109573364
0.1,0.7539822368615503,0.3,1.0,1,0.6845471059286886,0.20536413177860657,0.07143981754779816,1.3321698904037476
0.12000000000000001,0.879645943005142,0.3,1.0,1,0.7705132427757891,0.23115397283273673,0.10426755249500275,1.3753317594528198
0.14,1.0053096491487337,0.3,1.0,1,0.844327925502015,0.2532983776506045,0.136870875954628,1.3481541872024536
0.16,1.1309733552923253,0.3,1.0,1,0.9048270524660195,0.2714481157398058,0.16805346310138702,1.2745147943496704
0.18,1.256637061435917,0.3,1.0,1,0.9510565162951535,0.285316954888546,0.1969773918390274,1.1673563718795776
0.19999999999999998,1.3823007675795087,0.3,1.0,1,0.9822872507286886,0.29468617521860657,0.2230042666196823,1.0346068143844604
0.21999999999999997,1.5079644737231004,0.3,1.0,1,0.9980267284282716,0.2994080185284815,0.24550242722034454,0.8858382105827332
0.23999999999999996,1.633628179866692,0.3,1.0,1,0.9980267284282716,0.2994080185284815,0.2641270160675049,0.7232426404953003
0.25999999999999995,1.7592918860102837,0.3,1.0,1,0.9822872507286887,0.2946861752186066,0.27856355905532837,0.5499298572540283
0.27999999999999997,1.8849555921538754,0.3,1.0,1,0.9510565162951538,0.28531695488854614,0.2884635329246521,0.3728199899196625
0.3,2.0106192982974673,0.3,1.0,1,0.9048270524660197,0.2714481157398059,0.29374009370803833,0.1923687607049942
0.32,2.1362830044410592,0.3,1.0,1,0.8443279255020152,0.25329837765060453,0.29434487223625183,0.010199886746704578
0.34,2.261946710584651,0.3,1.0,1,0.7705132427757893,0.23115397283273675,0.29031041264533997,-0.1722297966480255
0.36000000000000004,2.387610416728243,0.3,1.0,1,0.6845471059286885,0.20536413177860655,0.281833291053772,-0.3566506803035736
0.38000000000000006,2.513274122871835,0.3,1.0,1,0.5877852522924728,0.17633557568774183,0.26897498965263367,-0.53758704662323
0.4000000000000001,2.638937829015427,0.3,1.0,1,0.4817536741017148,0.14452610223051443,0.2519841492176056,-0.7138131260871887
0.4200000000000001,2.7646015351590187,0.3,1.0,1,0.3681245526846773,0.11043736580540318,0.23110970854759216,-0.8819459080696106
0.4400000000000001,2.8902652413026106,0.3,1.0,1,0.24868988716485396,0.07460696614945618,0.20661911368370056,-1.0371062755584717
0.46000000000000013,3.0159289474462025,0.3,1.0,1,0.1253332335643032,0.03759997006929096,0.17886754870414734,-1.1758509874343872
0.48000000000000015,3.1415926535897944,0.3,1.0,1,-1.2098029496354525e-15,-3.6294088489063575e-16,0.14827695488929749,-1.295508861541748
0.5000000000000001,3.2672563597333864,0.3,1.0,1,-0.12533323356430562,-0.03759997006929169,0.11534785479307175,-1.3947319984436035
0.5200000000000001,3.3929200658769783,0.3,1.0,1,-0.2486898871648563,-0.07460696614945689,0.08058355003595352,-1.4713913202285767
0.5400000000000001,3.51858377202057,0.3,1.0,1,-0.3681245526846796,-0.11043736580540388,0.044504061341285706,-1.523422360420227
0.5600000000000002,3.644247478164162,0.3,1.0,1,-0.48175367410171693,-0.14452610223051507,0.007664885837584734,-1.5494247674942017
0.5800000000000002,3.769911184307754,0.3,1.0,1,-0.5877852522924748,-0.17633557568774244,-0.02855657786130905,-1.5399081707000732
0.6000000000000002,3.895574890451346,0.3,1.0,1,-0.6845471059286903,-0.20536413177860707,-0.06475941836833954,-1.534673810005188
0.6200000000000002,4.021238596594937,0.3,1.0,1,-0.7705132427757905,-0.23115397283273714,-0.10036420077085495,-1.4913172721862793
0.6400000000000002,4.146902302738529,0.3,1.0,1,-0.8443279255020162,-0.25329837765060487,-0.13483397662639618,-1.4204275608062744
0.6600000000000003,4.272566008882121,0.3,1.0,1,-0.9048270524660205,-0.27144811573980615,-0.1669417917728424,-1.2769685983657837
0.6800000000000003,4.398229715025713,0.3,1.0,1,-0.9510565162951543,-0.2853169548885463,-0.19587038457393646,-1.1854480504989624
0.7000000000000003,4.523893421169305,0.3,1.0,1,-0.9822872507286892,-0.29468617521860674,-0.2223193347454071,-1.0460971593856812
0.7200000000000003,4.649557127312897,0.3,1.0,1,-0.9980267284282718,-0.29940801852848153,-0.2449272722005844,-0.8926745057106018
0.7400000000000003,4.775220833456489,0.3,1.0,1,-0.9980267284282713,-0.29940801852848137,-0.26361083984375,-0.7276514768600464
0.7600000000000003,4.900884539600081,0.3,1.0,1,-0.982287250728688,-0.2946861752186064,-0.27808812260627747,-0.5518902540206909
0.7800000000000004,5.0265482457436725,0.3,1.0,1,-0.9510565162951525,-0.28531695488854575,-0.28801268339157104,-0.37452200055122375
0.8000000000000004,5.152211951887264,0.3,1.0,1,-0.904827052466018,-0.2714481157398054,-0.29330456256866455,-0.19269701838493347
0.8200000000000004,5.277875658030856,0.3,1.0,1,-0.8443279255020131,-0.2532983776506039,-0.29394063353538513,-0.008949317038059235
0.8400000000000004,5.403539364174448,0.3,1.0,1,-0.7705132427757868,-0.23115397283273603,-0.2903114855289459,0.15438608825206757
0.8600000000000004,5.52920307031804,0.3,1.0,1,-0.6845471059286857,-0.2053641317786057,-0.2821108102798462,0.34805604815483093
0.8800000000000004,5.654866776461632,0.3,1.0,1,-0.5877852522924697,-0.17633557568774091,-0.269392192363739,0.5335231423377991
0.9000000000000005,5.780530482605224,0.3,1.0,1,-0.48175367410171144,-0.14452610223051343,-0.25250786542892456,0.7139480113983154
0.9200000000000005,5.906194188748816,0.3,1.0,1,-0.3681245526846737,-0.1104373658054021,-0.2316732108592987,0.8837160468101501
0.9400000000000005,6.031857894892408,0.3,1.0,1,-0.2486898871648502,-0.07460696614945506,-0.207187220454216,1.0397876501083374
