step,time,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,obs_25,obs_26,obs_27,obs_28,obs_29,obs_30,obs_31,obs_32,obs_33,obs_34,obs_35,obs_36,obs_37,obs_38,obs_39,obs_40,obs_41,obs_42,obs_43,obs_44,obs_45,obs_46,obs_47,obs_48,obs_49,obs_50,obs_51,obs_52,obs_53,obs_54,obs_55,obs_56,obs_57,obs_58,obs_59,action_0,joint_pos_0,joint_pos_rel_0,action_1,joint_pos_1,joint_pos_rel_1,action_2,joint_pos_2,joint_pos_rel_2,action_3,joint_pos_3,joint_pos_rel_3,action_4,joint_pos_4,joint_pos_rel_4,action_5,joint_pos_5,joint_pos_rel_5,action_6,joint_pos_6,joint_pos_rel_6,action_7,joint_pos_7,joint_pos_rel_7,action_8,joint_pos_8,joint_pos_rel_8,action_9,joint_pos_9,joint_pos_rel_9,action_10,joint_pos_10,joint_pos_rel_10,action_11,joint_pos_11,joint_pos_rel_11
434,8.68,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.32813445,0.03805411,-0.10104406,-0.0032035522,0.2090469,-0.09571397,0.04647819,-0.09036112,0.054286957,0.2221688,-0.089020014,0.07962811,-1.1060704,2.9601376,0.43882996,0.5615375,-2.0302002,-1.6744465,-1.3892403,-0.47362646,-0.28942597,0.36097652,1.8374743,0.40283588,6.3894863,-0.6772681,2.7224393,1.9022506,-3.1507723,1.8677534,0.058133624,2.9502907,-0.68710214,-3.4423041,3.055694,-1.1609073,0.21859246,0.08084612,0.20187744,0.2845957,-0.101623364,0.01798432,0.053630088,0.22450921,0.0004932869,-0.035043776,0.32148677,0.0072237644,0.22566348,-0.33737788,-0.33737788,0.09347602,0.8810792,0.09607917,0.21571037,-1.656629,-0.086628914,0.28610906,0.011852886,0.011852886,-0.086863235,0.947348,0.16234797,0.024377659,-1.695378,-0.1253779,0.044684194,0.018684411,0.018684411,0.22256604,0.69103974,-0.093960285,-0.003864349,-1.5229368,0.04706323,-0.04061552,0.22242571,0.22242571,0.31953293,0.7388135,-0.046186507,0.010752382,-1.4845877,0.08541238
435,8.700000000000001,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.33737788,0.09607917,-0.086628914,0.011852886,0.16234797,-0.1253779,0.018684411,-0.093960285,0.04706323,0.22242571,-0.046186507,0.08541238,-0.46217203,2.9012518,0.720757,0.7528219,-2.3349454,-1.4831959,-1.389689,-0.17995766,-0.36118647,0.012845874,2.141676,0.28921518,6.4138556,-1.3870764,2.5497959,1.6561457,-2.3205276,2.2819006,0.38473296,2.916596,-0.5992505,-3.401352,2.3693397,-1.1899179,0.22566348,0.09347602,0.21571037,0.28610906,-0.086863235,0.024377659,0.044684194,0.22256604,-0.003864349,-0.04061552,0.31953293,0.010752382,0.2244411,-0.33381072,-0.33381072,0.10392198,0.93647635,0.15147632,0.22266951,-1.6370168,-0.06701672,0.28189772,0.030162659,0.030162659,-0.070140325,0.89624214,0.111242115,0.026053611,-1.7204546,-0.15045452,0.031208593,-0.00852856,-0.00852856,0.21705002,0.69319654,-0.09180349,-0.006750942,-1.5313995,0.038600564,-0.04640233,0.21579891,0.21579891,0.30900538,0.7862383,0.0012382865,0.016085839,-1.4811085,0.088891506
436,8.72,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.33381072,0.15147632,-0.06701672,0.030162659,0.111242115,-0.15045452,-0.00852856,-0.09180349,0.038600564,0.21579891,0.0012382865,0.088891506,0.1783579,2.7698562,0.98060805,0.9154886,-2.5552921,-1.2538326,-1.3606486,0.10784069,-0.42313227,-0.33134007,2.3712406,0.17395678,6.201632,-2.05798,2.2615752,1.3312895,-1.4351019,2.589659,0.66441566,2.7787168,-0.48611355,-3.2664795,1.5766039,-1.1736296,0.2244411,0.10392198,0.22266951,0.28189772,-0.070140325,0.026053611,0.031208593,0.21705002,-0.006750942,-0.04640233,0.30900538,0.016085839,0.21830663,-0.31792617,-0.31792617,0.11028126,0.98784655,0.20284653,0.22334915,-1.612872,-0.042871952,0.27041695,0.05097428,0.05097428,-0.052418128,0.8425142,0.05751419,0.023258828,-1.740391,-0.17039096,0.014560909,-0.034645766,-0.034645766,0.20998245,0.70081186,-0.08418816,-0.008502995,-1.5408589,0.029141188,-0.05311099,0.20254523,0.20254523,0.29118562,0.83656687,0.05156684,0.023432804,-1.4798738,0.090126276
437,8.74,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.31792617,0.20284653,-0.042871952,0.05097428,0.05751419,-0.17039096,-0.034645766,-0.08418816,0.029141188,0.20254523,0.05156684,0.090126276,0.7942269,2.5685096,1.2072412,1.040581,-2.6863968,-0.996823,-1.3058604,0.38076517,-0.47296995,-0.6626841,2.5164273,0.06173662,5.788499,-2.684325,1.873913,0.9295392,-0.5273901,2.7875237,0.90037364,2.5571284,-0.35398453,-3.0483658,0.71242094,-1.1125555,0.21830663,0.11028126,0.22334915,0.27041695,-0.052418128,0.023258828,0.014560909,0.20998245,-0.008502995,-0.05311099,0.29118562,0.023432804,0.20993084,-0.29058188,-0.29058188,0.11073724,1.0338545,0.24885446,0.21886477,-1.5850421,-0.015042067,0.2505132,0.07336633,0.07336633,-0.032306984,0.78801304,0.0030130148,0.0178423,-1.7548282,-0.18482816,-0.0047658,-0.0592328,-0.0592328,0.20156756,0.7134236,-0.07157642,-0.008438137,-1.5510253,0.018974781,-0.061908774,0.18307164,0.18307164,0.26639628,0.8879732,0.10297316,0.031827502,-1.4807466,0.089253426
438,8.76,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.29058188,0.24885446,-0.015042067,0.07336633,0.0030130148,-0.18482816,-0.0592328,-0.07157642,0.018974781,0.18307164,0.10297316,0.089253426,1.3672137,2.3003962,1.3914934,1.1196023,-2.725058,-0.7218623,-1.2293518,0.6305875,-0.508323,-0.97367907,2.5703168,-0.043642625,5.209531,-3.2608972,1.4086832,0.4577592,0.38568255,2.8857372,1.0909431,2.2617013,-0.20271619,-2.7626815,-0.19372639,-1.0162816,0.20993084,0.11073724,0.21886477,0.2505132,-0.032306984,0.0178423,-0.0047658,0.20156756,-0.008438137,-0.061908774,0.26639628,0.031827502,0.20274538,-0.25291914,-0.25291914,0.10029114,1.0731944,0.28819436,0.20733386,-1.5545564,0.015443683,0.22276543,0.096285425,0.096285425,-0.010500811,0.7345885,-0.050411522,0.014971246,-1.7635342,-0.19353414,-0.023005553,-0.08189331,-0.08189331,0.19168994,0.7304205,-0.054579556,-0.004559015,-1.5615429,0.008457184,-0.07292085,0.15791853,0.15791853,0.23698334,0.9385803,0.15358025,0.03596822,-1.4835941,0.08640599
439,8.78,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.25291914,0.28819436,0.015443683,0.096285425,-0.050411522,-0.19353414,-0.08189331,-0.054579556,0.008457184,0.15791853,0.15358025,0.08640599,1.883137,1.9669943,1.5242901,1.1459548,-2.6712255,-0.43529832,-1.1330253,0.8498434,-0.52587926,-1.2576556,2.530355,-0.14237219,4.508133,-3.804762,0.8692954,-0.0636671,1.27335,2.9187484,1.2573936,1.901981,-0.024102831,-2.4194682,-1.0985256,-0.92373645,0.20274538,0.10029114,0.20733386,0.22276543,-0.010500811,0.014971246,-0.023005553,0.19168994,-0.004559015,-0.07292085,0.23698334,0.03596822,0.19749776,-0.2063136,-0.2063136,0.066976674,1.1044583,0.3194583,0.18707117,-1.5226157,0.04738438,0.18776157,0.118587136,0.118587136,0.01082506,0.68400925,-0.10099077,0.019809745,-1.7663349,-0.19633484,-0.030550357,-0.10214466,-0.10214466,0.18510976,0.75112915,-0.033870876,0.002794123,-1.5720057,-0.0020056963,-0.086319655,0.1277389,0.1277389,0.20363674,0.98652345,0.20152342,0.032224327,-1.4883413,0.08165872
440,8.8,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.2063136,0.3194583,0.04738438,0.118587136,-0.10099077,-0.19633484,-0.10214466,-0.033870876,-0.0020056963,0.1277389,0.20152342,0.08165872,2.330277,1.563198,1.5970358,1.1150855,-2.5289624,-0.14003655,-1.0125673,1.0354353,-0.5231424,-1.5089816,2.3971598,-0.23736656,3.7116082,-4.378747,0.26282766,-0.61350936,2.0965972,2.9209647,1.4591888,1.521456,0.17319211,-2.0304265,-1.9711889,-0.86068326,0.19749776,0.066976674,0.18707117,0.18776157,0.01082506,0.019809745,-0.030550357,0.18510976,0.002794123,-0.086319655,0.20363674,0.032224327,0.1903123,-0.15238544,-0.15238544,0.008913532,1.1261519,0.3411519,0.15569913,-1.4905885,0.07941151,0.14563462,0.13907205,0.13907205,0.035562135,0.6379695,-0.14703053,0.034396388,-1.7630895,-0.19308949,-0.022703879,-0.11936778,-0.11936778,0.17916341,0.7747975,-0.010202527,0.013021759,-1.581979,-0.011978984,-0.09684442,0.093351066,0.093351066,0.16826484,1.030029,0.24502903,0.02037121,-1.4949759,0.07502413
441,8.82,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.15238544,0.3411519,0.07941151,0.13907205,-0.14703053,-0.19308949,-0.11936778,-0.010202527,-0.011978984,0.093351066,0.24502903,0.07502413,2.696408,1.0846791,1.601358,1.0242457,-2.3019867,0.16227058,-0.86115587,1.1834185,-0.4986638,-1.7193916,2.1752806,-0.33173212,2.8184443,-4.974055,-0.4061939,-1.1733854,2.8598394,2.9050827,1.7188991,1.1129591,0.37853703,-1.5721719,-2.7746196,-0.82812375,0.1903123,0.008913532,0.15569913,0.14563462,0.035562135,0.034396388,-0.022703879,0.17916341,0.013021759,-0.09684442,0.16826484,0.02037121,0.18127507,-0.09294692,-0.09294692,-0.06310108,1.1368892,0.3518892,0.11277559,-1.4599746,0.110025406,0.1050644,0.15664221,0.15664221,0.06366428,0.59804285,-0.18695718,0.051702864,-1.7537917,-0.18379164,0.0011871057,-0.13281862,-0.13281862,0.1735729,0.8006135,0.015613496,0.029875746,-1.5909593,-0.020959258,-0.1009476,0.05576145,0.05576145,0.13644975,1.06754,0.28254002,0.0009886064,-1.5035381,0.06646192
442,8.84,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.09294692,0.3518892,0.110025406,0.15664221,-0.18695718,-0.18379164,-0.13281862,0.015613496,-0.020959258,0.05576145,0.28254002,0.06646192,2.9719265,0.53686345,1.5306922,0.8785081,-1.9963312,0.46489343,-0.6725423,1.290801,-0.44901228,-1.879481,1.875548,-0.42811224,1.85692,-5.497003,-1.1182929,-1.6683823,3.5421703,2.8234293,2.0291808,0.6866291,0.61032283,-1.036218,-3.4505439,-0.8207989,0.18127507,-0.06310108,0.11277559,0.1050644,0.06366428,0.051702864,0.0011871057,0.1735729,0.029875746,-0.1009476,0.13644975,0.0009886064,0.16936508,-0.029961288,-0.029961288,-0.13567719,1.1356164,0.3506164,0.0684456,-1.432218,0.1377821,0.083482526,0.17057346,0.17057346,0.0920245,0.5655976,-0.21940243,0.068208076,-1.7386159,-0.16861582,0.03787824,-0.14169744,-0.14169744,0.17209905,0.82778215,0.042782128,0.05133404,-1.5984185,-0.028418422,-0.096539095,0.016161114,0.016161114,0.111126415,1.0977954,0.31279534,-0.02042493,-1.5140418,0.05595827
443,8.86,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.029961288,0.3506164,0.1377821,0.17057346,-0.21940243,-0.16861582,-0.14169744,0.042782128,-0.028418422,0.016161114,0.31279534,0.05595827,3.1492815,-0.06364018,1.387832,0.6965626,-1.6222621,0.7587899,-0.4439404,1.3584322,-0.37295914,-1.9800168,1.5127673,-0.5251816,0.8491861,-5.8430967,-1.7829092,-1.9708258,4.105148,2.6559677,2.3554575,0.2797194,0.84670705,-0.4268252,-3.964314,-0.8003461,0.16936508,-0.13567719,0.0684456,0.083482526,0.0920245,0.068208076,0.03787824,0.17209905,0.05133404,-0.096539095,0.111126415,-0.02042493,0.15840942,0.03456933,0.03456933,-0.18529446,1.1219628,0.33696276,0.04260633,-1.4083889,0.1616112,0.08675042,0.18060881,0.18060881,0.122607775,0.54179084,-0.24320918,0.086561926,-1.7178712,-0.14787114,0.080261916,-0.14527196,-0.14527196,0.17077589,0.8554917,0.07049167,0.070181295,-1.6039203,-0.033920288,-0.08247696,-0.024096001,-0.024096001,0.09270669,1.1198642,0.3348642,-0.033445887,-1.5263284,0.043671608
444,8.88,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.03456933,0.33696276,0.1616112,0.18060881,-0.24320918,-0.14787114,-0.14527196,0.07049167,-0.033920288,-0.024096001,0.3348642,0.043671608,3.226531,-0.6826819,1.1914536,0.5017675,-1.190339,1.0372344,-0.1787261,1.3854779,-0.27509537,-2.0128558,1.1034421,-0.6143309,-0.14947219,-5.8506966,-2.2502613,-2.0416946,4.548865,2.4271932,2.638535,-0.12396689,1.0321765,0.2430907,-4.3039784,-0.69808394,0.15840942,-0.18529446,0.04260633,0.08675042,0.122607775,0.086561926,0.080261916,0.17077589,0.070181295,-0.08247696,0.09270669,-0.033445887,0.15450382,0.09874633,0.09874633,-0.21429692,1.0962018,0.31120175,0.03835959,-1.3891197,0.18088031,0.10671513,0.18684028,0.18684028,0.14967912,0.5274608,-0.2575392,0.10326914,-1.6920382,-0.122038126,0.12133472,-0.14299439,-0.14299439,0.16906323,0.8829293,0.0979293,0.08411946,-1.6071627,-0.03716266,-0.06161656,-0.06357489,-0.06357489,0.082086526,1.1331764,0.34817642,-0.03520398,-1.5400358,0.029964209
445,8.9,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.09874633,0.31120175,0.18088031,0.18684028,-0.2575392,-0.122038126,-0.14299439,0.0979293,-0.03716266,-0.06357489,0.34817642,0.029964209,3.20885,-1.2880533,0.9634547,0.31157336,-0.7165026,1.2916487,0.11387837,1.3718823,-0.162121,-1.9739444,0.6656102,-0.68536997,-1.0710459,-5.5477705,-2.4950361,-1.9435358,4.825263,2.1214218,2.8239336,-0.5168195,1.1480232,0.93247926,-4.4596105,-0.50143766,0.15450382,-0.21429692,0.03835959,0.10671513,0.14967912,0.10326914,0.12133472,0.16906323,0.08411946,-0.06161656,0.082086526,-0.03520398,0.15320235,0.16076301,0.16076301,-0.23096493,1.0591118,0.2741118,0.044526987,-1.3747544,0.19524562,0.1332432,0.18955606,0.18955606,0.16769025,0.52303344,-0.2619666,0.11577913,-1.6617873,-0.09178722,0.15515715,-0.13459544,-0.13459544,0.16699474,0.9093044,0.124304354,0.0901875,-1.6080241,-0.038024068,-0.035183676,-0.10081875,-0.10081875,0.07707105,1.1374992,0.3524992,-0.02836294,-1.5546503,0.015349746
446,8.92,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.16076301,0.2741118,0.19524562,0.18955606,-0.2619666,-0.09178722,-0.13459544,0.124304354,-0.038024068,-0.10081875,0.3524992,0.015349746,3.1008344,-1.8544979,0.71826833,0.13578944,-0.22136849,1.512548,0.41994745,1.3187524,-0.043071076,-1.8621935,0.2161383,-0.73072505,-1.9224659,-5.00924,-2.5941339,-1.753672,4.8944926,1.7324636,2.8696487,-0.88779867,1.1739868,1.6121032,-4.447364,-0.23806334,0.15320235,-0.23096493,0.044526987,0.1332432,0.16769025,0.11577913,0.15515715,0.16699474,0.0901875,-0.035183676,0.07707105,-0.02836294,0.14653903,0.21884148,0.21884148,-0.23423646,1.0119576,0.22695762,0.050881855,-1.3654884,0.20451164,0.1610358,0.1891536,0.1891536,0.17721438,0.5285284,-0.25647163,0.12520045,-1.6279395,-0.05793941,0.17835611,-0.12013241,-0.12013241,0.16212884,0.9338357,0.14883566,0.09006364,-1.6065392,-0.036539197,-0.0060818344,-0.13443099,-0.13443099,0.07175726,1.1328529,0.3478529,-0.015120557,-1.5695555,0.00044453144
447,8.94,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.21884148,0.22695762,0.20451164,0.1891536,-0.25647163,-0.05793941,-0.12013241,0.14883566,-0.036539197,-0.13443099,0.3478529,0.00044453144,2.9039235,-2.357712,0.46330333,-0.02012293,0.27474764,1.6923892,0.72315156,1.2265664,0.07424082,-1.6806118,-0.2323178,-0.74526167,-2.734949,-4.251211,-2.6181827,-1.5160701,4.7651644,1.2813818,2.7567904,-1.2431736,1.1241759,2.2428079,-4.3118834,0.066795826,0.14653903,-0.23423646,0.050881855,0.1610358,0.17721438,0.12520045,0.17835611,0.16212884,0.09006364,-0.0060818344,0.07175726,-0.015120557,0.12863986,0.27119946,0.27119946,-0.22333866,0.95645356,0.17145354,0.055750288,-1.3613906,0.20860946,0.18836007,0.18610154,0.18610154,0.17798221,0.54356444,-0.24143559,0.1332782,-1.5914159,-0.02141583,0.19079903,-0.0999816,-0.0999816,0.15538025,0.95578617,0.17078614,0.084246896,-1.6028875,-0.03288746,0.025396064,-0.16311692,-0.16311692,0.06523392,1.1194915,0.33449143,0.004964756,-1.584046,-0.014045954
448,8.96,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.27119946,0.17145354,0.20860946,0.18610154,-0.24143559,-0.02141583,-0.0999816,0.17078614,-0.03288746,-0.16311692,0.33449143,-0.014045954,2.6178992,-2.7752047,0.20489302,-0.15260297,0.75180155,1.8261818,1.0075406,1.0975251,0.18258673,-1.4342965,-0.66807246,-0.72452235,-3.524609,-3.2976716,-2.5794542,-1.2502763,4.445541,0.7944849,2.4935257,-1.5667503,1.0063317,2.8056407,-4.065905,0.4052825,0.12863986,-0.22333866,0.055750288,0.18836007,0.17798221,0.1332782,0.19079903,0.15538025,0.084246896,0.025396064,0.06523392,0.004964756,0.0955501,0.316045,0.316045,-0.19456264,0.894757,0.10975695,0.063459285,-1.3623437,0.20765638,0.20995572,0.18085127,0.18085127,0.17259234,0.5674161,-0.21758395,0.13772136,-1.553241,0.016759038,0.18977723,-0.07485804,-0.07485804,0.14818387,0.97450244,0.18950242,0.07236905,-1.5973895,-0.027389407,0.056561217,-0.18575525,-0.18575525,0.054714218,1.0978509,0.3128509,0.029079495,-1.5973883,-0.027388215
449,8.98,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.316045,0.10975695,0.20765638,0.18085127,-0.21758395,0.016759038,-0.07485804,0.18950242,-0.027389407,-0.18575525,0.3128509,-0.027388215,2.2422755,-3.0848286,-0.04765606,-0.26251364,1.1925827,1.9087405,1.2561779,0.9358126,0.27490544,-1.1319169,-1.0820267,-0.6671139,-4.2939253,-2.158177,-2.4515362,-0.99922436,3.9681015,0.2713248,2.0749705,-1.8403422,0.8240582,3.2681623,-3.737227,0.7470984,0.0955501,-0.19456264,0.063459285,0.20995572,0.17259234,0.13772136,0.18977723,0.14818387,0.07236905,0.056561217,0.054714218,0.029079495,0.04994279,0.35166413,0.35166413,-0.14767414,0.8294005,0.044400454,0.07167553,-1.3680848,0.20191526,0.22245045,0.17377748,0.17377748,0.16421875,0.5990867,-0.18591332,0.13419314,-1.514573,0.055427074,0.17431465,-0.045801017,-0.045801017,0.13799,0.9893953,0.2043953,0.056478016,-1.5904657,-0.020465612,0.0821106,-0.20149958,-0.20149958,0.042470254,1.0685645,0.2835645,0.05263289,-1.6089066,-0.038906574
450,9.0,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.35166413,0.044400454,0.20191526,0.17377748,-0.18591332,0.055427074,-0.045801017,0.2043953,-0.020465612,-0.20149958,0.2835645,-0.038906574,1.7809578,-3.2678244,-0.28705835,-0.35368976,1.5835314,1.9334034,1.4528512,0.74464273,0.3461875,-0.7872161,-1.4643202,-0.5759167,-5.001128,-0.8710478,-2.2561908,-0.79084593,3.3722706,-0.3006436,1.5127325,-2.0743184,0.59877974,3.5847003,-3.3211746,1.0513418,0.04994279,-0.14767414,0.07167553,0.22245045,0.16421875,0.13419314,0.17431465,0.13799,0.056478016,0.0821106,0.042470254,0.05263289,0.001475662,0.37660247,0.37660247,-0.08985491,0.76311135,-0.021888673,0.07666049,-1.3782686,0.19173145,0.22682081,0.16518317,0.16518317,0.15817457,0.63741726,-0.14758277,0.12190542,-1.4766783,0.0933218,0.1477143,-0.014090933,-0.014090933,0.12088106,0.99990004,0.21490002,0.04096268,-1.5825616,-0.01256156,0.101203576,-0.2098072,-0.2098072,0.034758955,1.0325278,0.24752778,0.07310968,-1.6180356,-0.048035502
451,9.02,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.37660247,-0.021888673,0.19173145,0.16518317,-0.14758277,0.0933218,-0.014090933,0.21490002,-0.01256156,-0.2098072,0.24752778,-0.048035502,1.246918,-3.3144557,-0.50918806,-0.4297151,1.9165275,1.8947375,1.5855042,0.5252347,0.39520475,-0.41538104,-1.8018355,-0.45644876,-5.561365,0.47292614,-2.0254123,-0.62168705,2.7134147,-0.9079049,0.8507522,-2.2884889,0.36775154,3.7454174,-2.789636,1.293812,0.001475662,-0.08985491,0.07666049,0.22682081,0.15817457,0.12190542,0.1477143,0.12088106,0.04096268,0.101203576,0.034758955,0.07310968,-0.043579124,0.38978735,0.38978735,-0.03028109,0.69860214,-0.08639789,0.0790334,-1.39247,0.17753005,0.22228459,0.15528199,0.15528199,0.15176162,0.6810849,-0.103915155,0.097011484,-1.4409478,0.12905228,0.11359691,0.01884301,0.01884301,0.10189983,1.0055621,0.22056204,0.027312899,-1.5741131,-0.004113078,0.114655405,-0.21043566,-0.21043566,0.0377805,0.9909541,0.20595407,0.08964889,-1.6243453,-0.05434525
452,9.040000000000001,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.38978735,-0.08639789,0.17753005,0.15528199,-0.103915155,0.12905228,0.01884301,0.22056204,-0.004113078,-0.21043566,0.20595407,-0.05434525,0.6592431,-3.2254615,-0.7100682,-0.49505916,2.18338,1.7865213,1.6466972,0.28309894,0.42242512,-0.031423032,-2.0786839,-0.31549,-5.920295,1.7717136,-1.7617706,-0.4991416,1.9931324,-1.5564162,0.13616888,-2.4425132,0.14739202,3.756229,-2.1200092,1.4640939,-0.043579124,-0.03028109,0.0790334,0.22228459,0.15176162,0.097011484,0.11359691,0.10189983,0.027312899,0.114655405,0.0377805,0.08964889,-0.08343791,0.3905736,0.3905736,0.022182435,0.6383708,-0.14662921,0.077534296,-1.4102159,0.1597842,0.20890261,0.14419517,0.14419517,0.15058783,0.7287223,-0.056277752,0.057734765,-1.40888,0.16112006,0.07529589,0.051513076,0.051513076,0.089217305,1.0061615,0.22116143,0.0157282,-1.5655321,0.004467964,0.12069388,-0.20346713,-0.20346713,0.04935629,0.9453025,0.16030246,0.101674974,-1.6275586,-0.057558537
453,9.06,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.3905736,-0.14662921,0.1597842,0.14419517,-0.056277752,0.16112006,0.051513076,0.22116143,0.004467964,-0.20346713,0.16030246,-0.057558537,0.039312482,-3.0115657,-0.8872947,-0.5543407,2.3818715,1.6033859,1.6335033,0.029969811,0.429055,0.34842673,-2.2825818,-0.16066237,-6.0615306,2.930862,-1.4812887,-0.42337233,1.2703539,-2.2363503,-0.5861527,-2.4789317,-0.055427063,3.6097744,-1.3509203,1.5561037,-0.08343791,0.022182435,0.077534296,0.20890261,0.15058783,0.057734765,0.07529589,0.089217305,0.0157282,0.12069388,0.04935629,0.101674974,-0.11837555,0.37874764,0.37874764,0.06788264,0.58464104,-0.20035899,0.07176114,-1.4310051,0.13899493,0.19179514,0.13202211,0.13202211,0.15763241,0.77899903,-0.0060009956,0.0063022217,-1.382005,0.18799508,0.03584828,0.08245857,0.08245857,0.081590906,1.0016962,0.2166962,0.006873156,-1.5571858,0.012814283,0.12113337,-0.1892729,-0.1892729,0.06432958,0.8971586,0.1121586,0.113229945,-1.6274979,-0.05749786
454,9.08,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.37874764,-0.20035899,0.13899493,0.13202211,-0.0060009956,0.18799508,0.08245857,0.2166962,0.012814283,-0.1892729,0.1121586,-0.05749786,-0.5912969,-2.6864893,-1.0394647,-0.6086532,2.513838,1.3437481,1.5472747,-0.22326183,0.41731372,0.70971185,-2.4071925,0.0030364692,-5.9891844,3.9249618,-1.1941296,-0.35966682,0.5841201,-2.9103158,-1.274828,-2.4090278,-0.23144336,3.327423,-0.5421868,1.5968511,-0.11837555,0.06788264,0.07176114,0.19179514,0.15763241,0.0063022217,0.03584828,0.081590906,0.006873156,0.12113337,0.06432958,0.113229945,-0.14669916,0.35454682,0.35454682,0.1117044,0.5393747,-0.24562532,0.064234175,-1.454288,0.11571205,0.17484623,0.11889243,0.11889243,0.16359591,0.83052754,0.045527518,-0.050836913,-1.3617506,0.20824945,0.002451052,0.11038685,0.11038685,0.07016758,0.992253,0.20725298,0.0034814074,-1.5493499,0.020650148,0.12117271,-0.16842327,-0.16842327,0.07961018,0.84814435,0.063144326,0.123529315,-1.6240993,-0.054099202
455,9.1,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.35454682,-0.24562532,0.11571205,0.11889243,0.045527518,0.20824945,0.11038685,0.20725298,0.020650148,-0.16842327,0.063144326,-0.054099202,-1.2100419,-2.263318,-1.1641464,-0.6564841,2.5764244,1.0127193,1.3964138,-0.47216097,0.39179516,1.0424817,-2.4507148,0.16993101,-5.700139,4.763881,-0.8909338,-0.2830142,-0.11055569,-3.5144029,-1.8633978,-2.2970502,-0.3587632,2.955939,0.2614226,1.5813098,-0.14669916,0.1117044,0.064234175,0.17484623,0.16359591,-0.050836913,0.002451052,0.07016758,0.0034814074,0.12117271,0.07961018,0.123529315,-0.16687074,0.3186633,0.3186633,0.15345211,0.5042206,-0.28077942,0.05600605,-1.479468,0.090532064,0.15765445,0.10495604,0.10495604,0.16305333,0.88182735,0.09682733,-0.10782798,-1.3493229,0.22067714,-0.020775225,0.13426316,0.13426316,0.053989567,0.9779892,0.19298917,0.005964565,-1.5421968,0.027803302,0.1230851,-0.14163499,-0.14163499,0.09525854,0.799872,0.014871955,0.13247438,-1.6174128,-0.047412753
