step,time,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,obs_25,obs_26,obs_27,obs_28,obs_29,obs_30,obs_31,obs_32,obs_33,obs_34,obs_35,obs_36,obs_37,obs_38,obs_39,obs_40,obs_41,obs_42,obs_43,obs_44,obs_45,obs_46,obs_47,obs_48,obs_49,obs_50,obs_51,obs_52,obs_53,obs_54,obs_55,obs_56,obs_57,obs_58,obs_59,action_0,joint_pos_0,joint_pos_rel_0,action_1,joint_pos_1,joint_pos_rel_1,action_2,joint_pos_2,joint_pos_rel_2,action_3,joint_pos_3,joint_pos_rel_3,action_4,joint_pos_4,joint_pos_rel_4,action_5,joint_pos_5,joint_pos_rel_5,action_6,joint_pos_6,joint_pos_rel_6,action_7,joint_pos_7,joint_pos_rel_7,action_8,joint_pos_8,joint_pos_rel_8,action_9,joint_pos_9,joint_pos_rel_9,action_10,joint_pos_10,joint_pos_rel_10,action_11,joint_pos_11,joint_pos_rel_11
124,2.48,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.07247588,-0.27503067,-0.041590095,0.0086551625,0.23116523,0.14846992,0.20887148,0.10365069,0.08379555,0.03416927,-0.11514348,-0.033471227,-2.4709632,0.6879484,-0.7303074,-0.91855097,1.9412789,-1.0774035,-0.084246844,-1.8538903,0.7217164,1.5600413,-1.4153717,0.5189034,-1.4064329,5.123952,0.89916384,1.0312043,-3.4391265,-2.878022,-3.2519708,-0.9574682,-1.1708683,-0.443554,2.9193044,1.1415336,-0.14068595,0.20551856,0.02023261,0.13313206,0.03758476,-0.15114562,-0.049712736,0.006958288,0.025068833,0.058460817,0.13822947,0.11392468,-0.12150472,0.02051229,0.02051229,0.20332466,0.5339455,-0.25105453,0.025013246,-1.624331,-0.054330945,0.12951744,-0.007704051,-0.007704051,-0.009981044,1.0474466,0.26244658,-0.114862345,-1.4483262,0.12167382,-0.05634502,0.20058976,0.20058976,0.022725683,0.8498787,0.0648787,0.018363634,-1.4742057,0.09579432,0.047909632,0.06433527,0.06433527,0.14737083,0.6475157,-0.13748431,0.10319636,-1.5909604,-0.020960331
125,2.5,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.02051229,-0.25105453,-0.054330945,-0.007704051,0.26244658,0.12167382,0.20058976,0.0648787,0.09579432,0.06433527,-0.13748431,-0.020960331,-2.5981796,1.1988078,-0.63704467,-0.81796074,1.5640702,-1.3398075,-0.41408646,-1.9386,0.599936,1.5083001,-1.1170423,0.6255469,-0.5141419,4.650322,1.0886164,1.2107894,-4.1194963,-2.185917,-3.103291,-0.2839579,-1.3565592,-0.9273184,3.2244663,0.86568815,-0.12150472,0.20332466,0.025013246,0.12951744,-0.009981044,-0.114862345,-0.05634502,0.022725683,0.018363634,0.047909632,0.14737083,0.10319636,-0.08506455,-0.03196942,-0.03196942,0.18755735,0.5670016,-0.21799845,0.034705035,-1.634759,-0.0647589,0.12907927,-0.021647822,-0.021647822,-0.053358994,1.0698817,0.28488165,-0.068427525,-1.4788442,0.09115589,-0.05849309,0.18607138,0.18607138,0.04532764,0.81085527,0.025855243,0.009874838,-1.465039,0.10496104,0.027743712,0.09236431,0.09236431,0.1583338,0.6317773,-0.15322274,0.08733484,-1.5769402,-0.0069401264
126,2.52,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.03196942,-0.21799845,-0.0647589,-0.021647822,0.28488165,0.09115589,0.18607138,0.025855243,0.10496104,0.09236431,-0.15322274,-0.0069401264,-2.6240857,1.652803,-0.52139884,-0.6971885,1.1217561,-1.5258948,-0.72591925,-1.9511744,0.4583379,1.4014521,-0.7869216,0.7010126,0.4819006,3.968207,1.2746947,1.3739495,-4.631078,-1.3889606,-2.8402302,0.4236021,-1.5103319,-1.4352429,3.442316,0.5402628,-0.08506455,0.18755735,0.034705035,0.12907927,-0.053358994,-0.068427525,-0.05849309,0.04532764,0.009874838,0.027743712,0.1583338,0.08733484,-0.026285313,-0.08266442,-0.08266442,0.15499853,0.6075382,-0.1774618,0.050807707,-1.6424121,-0.072412014,0.13977201,-0.032693993,-0.032693993,-0.08900732,1.0825555,0.2975555,-0.026380092,-1.5115513,0.05844879,-0.04904548,0.1660048,0.1660048,0.07984906,0.7731623,-0.011837721,0.004341322,-1.4589704,0.111029625,-0.00032696128,0.11712988,0.11712988,0.17664805,0.6231799,-0.16182011,0.06740676,-1.5621184,0.007881641
127,2.54,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.08266442,-0.1774618,-0.072412014,-0.032693993,0.2975555,0.05844879,0.1660048,-0.011837721,0.111029625,0.11712988,-0.16182011,0.007881641,-2.5347502,2.0268323,-0.3826574,-0.5523086,0.6336945,-1.6353576,-1.0033289,-1.8846493,0.3034313,1.2382783,-0.4298701,0.74108917,1.5816448,3.083015,1.46126,1.568674,-4.9409146,-0.6104577,-2.4265866,1.1769869,-1.5968487,-1.9392939,3.6051865,0.1836422,-0.026285313,0.15499853,0.050807707,0.13977201,-0.08900732,-0.026380092,-0.04904548,0.07984906,0.004341322,-0.00032696128,0.17664805,0.06740676,0.044027478,-0.12921175,-0.12921175,0.10977017,0.6536077,-0.1313923,0.070791624,-1.6468629,-0.07686281,0.16101213,-0.040305458,-0.040305458,-0.1137145,1.0850017,0.30000168,-0.0034858966,-1.5451589,0.02484119,-0.022371594,0.14145848,0.14145848,0.12641244,0.7384752,-0.046524823,0.002542543,-1.4561207,0.11387932,-0.019743964,0.13774502,0.13774502,0.20436318,0.6221809,-0.16281915,0.047349766,-1.5472101,0.022789955
128,2.56,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.12921175,-0.1313923,-0.07686281,-0.040305458,0.30000168,0.02484119,0.14145848,-0.046524823,0.11387932,0.13774502,-0.16281915,0.022789955,-2.3273668,2.303474,-0.22254261,-0.38057315,0.122308075,-1.6803775,-1.2273159,-1.7343562,0.14248723,1.030757,-0.04995078,0.7454135,2.675725,2.0550497,1.6250317,1.7826989,-5.0253787,0.031112527,-1.8424641,1.9524797,-1.6107099,-2.3140197,3.7219987,-0.16651078,0.044027478,0.10977017,0.070791624,0.16101213,-0.1137145,-0.0034858966,-0.022371594,0.12641244,0.002542543,-0.019743964,0.20436318,0.047349766,0.110067055,-0.1694831,-0.1694831,0.06914089,0.7032185,-0.08178151,0.09841559,-1.647677,-0.07767689,0.18798926,-0.043973844,-0.043973844,-0.123755954,1.0772566,0.29225653,0.0031152656,-1.5786117,-0.008611679,0.006975689,0.113638096,0.113638096,0.17283046,0.7083429,-0.07665712,0.0023013751,-1.4564958,0.11350429,-0.026243523,0.15364113,0.15364113,0.23537962,0.6290601,-0.15593994,0.032458186,-1.5328434,0.0371567
129,2.58,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.1694831,-0.08178151,-0.07767689,-0.043973844,0.29225653,-0.008611679,0.113638096,-0.07665712,0.11350429,0.15364113,-0.15593994,0.0371567,-2.0135667,2.4805384,-0.04070273,-0.18341929,-0.38725883,-1.6726454,-1.3910192,-1.5066155,-0.018752486,0.7948053,0.34396052,0.71833825,3.626489,1.0335982,1.7861545,1.9755795,-4.864941,0.5438047,-1.2082589,2.6446004,-1.5684493,-2.5254338,3.7482657,-0.46538854,0.110067055,0.06914089,0.09841559,0.18798926,-0.123755954,0.0031152656,0.006975689,0.17283046,0.0023013751,-0.026243523,0.23537962,0.032458186,0.15970863,-0.20180647,-0.20180647,0.046454802,0.7545789,-0.030421138,0.12750411,-1.6445115,-0.07451141,0.21346045,-0.043334477,-0.043334477,-0.12381406,1.0597807,0.2747807,0.006070311,-1.6109357,-0.040935636,0.025671747,0.08366294,0.08366294,0.20564643,0.68395925,-0.10104078,0.0011702429,-1.4600235,0.10997653,-0.026477307,0.1644831,0.1644831,0.26131,0.6437988,-0.1412012,0.022298675,-1.5195496,0.050450444
130,2.6,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.20180647,-0.030421138,-0.07451141,-0.043334477,0.2747807,-0.040935636,0.08366294,-0.10104078,0.10997653,0.1644831,-0.1412012,0.050450444,-1.6161687,2.568018,0.15827467,0.031968474,-0.8737936,-1.6161964,-1.4987578,-1.2191843,-0.17638932,0.5420983,0.73693836,0.66468775,4.331132,0.13475513,1.8977025,2.0932336,-4.503918,1.0034786,-0.63187706,3.1467,-1.489147,-2.6182084,3.6291213,-0.70974123,0.15970863,0.046454802,0.12750411,0.21346045,-0.12381406,0.006070311,0.025671747,0.20564643,0.0011702429,-0.026477307,0.26131,0.022298675,0.19100192,-0.22502947,-0.22502947,0.04119342,0.8061351,0.021135092,0.15018442,-1.637233,-0.06723297,0.22842966,-0.038299073,-0.038299073,-0.12223257,1.0333191,0.24831909,0.011299669,-1.6411794,-0.07117939,0.034137275,0.05254255,0.05254255,0.22172932,0.6660941,-0.1189059,-0.00014306349,-1.466548,0.10345209,-0.027374566,0.17007609,0.17007609,0.27966222,0.66605276,-0.11894727,0.015064947,-1.5077766,0.062223434
131,2.62,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.22502947,0.021135092,-0.06723297,-0.038299073,0.24831909,-0.07117939,0.05254255,-0.1189059,0.10345209,0.17007609,-0.11894727,0.062223434,-1.1611502,2.5778105,0.3639211,0.25177026,-1.3230783,-1.5121881,-1.5560197,-0.8932563,-0.32622325,0.2796494,1.1126971,0.5886501,4.7661023,-0.6262123,1.9052111,2.07477,-4.0145564,1.4385339,-0.123190045,3.431169,-1.3710369,-2.639803,3.3558502,-0.9069494,0.19100192,0.04119342,0.15018442,0.22842966,-0.12223257,0.011299669,0.034137275,0.22172932,-0.00014306349,-0.027374566,0.27966222,0.015064947,0.20778188,-0.23848535,-0.23848535,0.043442667,0.8564704,0.07147038,0.16386244,-1.6259527,-0.05595267,0.23527527,-0.02901829,-0.02901829,-0.11655642,0.9989079,0.2139079,0.018611543,-1.6684438,-0.09844375,0.034915756,0.021186676,0.021186676,0.22771195,0.6551751,-0.12982494,-0.0018187326,-1.475838,0.09416211,-0.03161765,0.17033006,0.17033006,0.28871885,0.6951452,-0.08985484,0.011557216,-1.4978666,0.07213342
132,2.64,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.23848535,0.07147038,-0.05595267,-0.02901829,0.2139079,-0.09844375,0.021186676,-0.12982494,0.09416211,0.17033006,-0.08985484,0.07213342,-0.672794,2.5167637,0.5640169,0.46403915,-1.7205606,-1.3632164,-1.5677937,-0.54595155,-0.46449986,0.012698948,1.4546217,0.49549967,4.9547386,-1.3005104,1.7950103,1.9418135,-3.3976707,1.8356644,0.32406735,3.542561,-1.2195202,-2.608992,2.9298902,-1.0478882,0.20778188,0.043442667,0.16386244,0.23527527,-0.11655642,0.018611543,0.034915756,0.22771195,-0.0018187326,-0.03161765,0.28871885,0.011557216,0.21335077,-0.24195379,-0.24195379,0.04751224,0.90426165,0.11926162,0.17001358,-1.6109962,-0.040996194,0.23433606,-0.015867028,-0.015867028,-0.10591963,0.9578503,0.17285025,0.02536631,-1.6919422,-0.12194216,0.031630363,-0.00956706,-0.00956706,0.22821784,0.6513483,-0.13365173,-0.0034337577,-1.4875896,0.082410455,-0.037594765,0.16528238,0.16528238,0.2872046,0.7300762,-0.054923832,0.011938855,-1.4900471,0.079952955
133,2.66,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.24195379,0.11926162,-0.040996194,-0.015867028,0.17285025,-0.12194216,-0.00956706,-0.13365173,0.082410455,0.16528238,-0.054923832,0.079952955,-0.17342192,2.3895614,0.7478237,0.6575631,-2.052882,-1.1749215,-1.5376868,-0.19134131,-0.5875824,-0.25238425,1.7465508,0.39097804,4.92243,-1.9105715,1.5845646,1.7046757,-2.668649,2.1667354,0.7243962,3.5145714,-1.0367625,-2.5165446,2.3601937,-1.1296043,0.21335077,0.04751224,0.17001358,0.23433606,-0.10591963,0.02536631,0.031630363,0.22821784,-0.0034337577,-0.037594765,0.2872046,0.011938855,0.2104108,-0.23561853,-0.23561853,0.050894953,0.9482791,0.16327906,0.17039782,-1.5928652,-0.022865176,0.22540791,0.00056859106,0.00056859106,-0.090733126,0.91166794,0.12666792,0.030023709,-1.7110419,-0.14104187,0.025871303,-0.03895263,-0.03895263,0.22479977,0.65450275,-0.13049728,-0.00484397,-1.5014346,0.06856549,-0.044892304,0.15509945,0.15509945,0.27530771,0.76956105,-0.015438974,0.01573471,-1.4844337,0.0855664
134,2.68,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.23561853,0.16327906,-0.022865176,0.00056859106,0.12666792,-0.14104187,-0.03895263,-0.13049728,0.06856549,0.15509945,-0.015438974,0.0855664,0.31676307,2.2008722,0.90654904,0.821781,-2.3091164,-0.9549877,-1.4692786,0.15772313,-0.69224584,-0.5091469,1.9742423,0.2806747,4.695512,-2.4578512,1.2953249,1.3726676,-1.8542951,2.4139502,1.0790627,3.3627064,-0.8276855,-2.3634431,1.6694819,-1.1551487,0.2104108,0.050894953,0.17039782,0.22540791,-0.090733126,0.030023709,0.025871303,0.22479977,-0.00484397,-0.044892304,0.27530771,0.01573471,0.20289311,-0.2199975,-0.2199975,0.05248093,0.98740304,0.20240301,0.16662678,-1.5721964,-0.002196312,0.20923406,0.01952311,0.01952311,-0.07297254,0.8620257,0.07702565,0.03319582,-1.7252693,-0.15526927,0.018047474,-0.0662896,-0.0662896,0.21907458,0.66430247,-0.12069756,-0.0052945586,-1.5169412,0.053058863,-0.05394779,0.14006285,0.14006285,0.25454712,0.8120942,0.027094185,0.021090752,-1.4810555,0.088944554
135,2.7,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.2199975,0.20240301,-0.002196312,0.01952311,0.07702565,-0.15526927,-0.0662896,-0.12069756,0.053058863,0.14006285,0.027094185,0.088944554,0.7810519,1.9561973,1.0334418,0.947726,-2.4821134,-0.7113724,-1.366849,0.48998618,-0.7753298,-0.7518301,2.126658,0.16890907,4.312764,-2.935763,0.9491091,0.9638605,-0.9934596,2.5768692,1.3824306,3.1056914,-0.59380686,-2.158075,0.8921133,-1.1381267,0.20289311,0.05248093,0.16662678,0.20923406,-0.07297254,0.03319582,0.018047474,0.21907458,-0.0052945586,-0.05394779,0.25454712,0.021090752,0.19410513,-0.19587396,-0.19587396,0.04943192,1.0206127,0.23561269,0.158898,-1.5497375,0.020262599,0.18681043,0.04009142,0.04009142,-0.053285327,0.8106721,0.025672078,0.037952967,-1.7342764,-0.16427636,0.010329639,-0.09096977,-0.09096977,0.21279588,0.6802257,-0.104774356,-0.002003481,-1.5335894,0.03641069,-0.063799396,0.12057218,0.12057218,0.22712281,0.85602766,0.07102764,0.024051532,-1.4799122,0.09008789
136,2.72,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.19587396,0.23561269,0.020262599,0.04009142,0.025672078,-0.16427636,-0.09096977,-0.104774356,0.03641069,0.12057218,0.07102764,0.09008789,1.2061768,1.6604867,1.1229427,1.0284156,-2.5676782,-0.45035544,-1.2340084,0.7961602,-0.8324067,-0.9745338,2.1966722,0.05716888,3.8114886,-3.3510711,0.55910414,0.4995734,-0.11616383,2.6736245,1.6420463,2.7653337,-0.32399607,-1.9007181,0.068271205,-1.106591,0.19410513,0.04943192,0.158898,0.18681043,-0.053285327,0.037952967,0.010329639,0.21279588,-0.002003481,-0.063799396,0.22712281,0.024051532,0.185141,-0.16425295,-0.16425295,0.034699924,1.0469141,0.26191407,0.14786083,-1.526315,0.04368508,0.1592038,0.061272386,0.061272386,-0.031938955,0.75938505,-0.025614977,0.047719743,-1.7377995,-0.16779947,0.007045326,-0.11241183,-0.11241183,0.20751679,0.7016056,-0.08339441,0.006634119,-1.5507646,0.019235492,-0.07239984,0.09715966,0.09715966,0.19582045,0.8996594,0.11465937,0.01960039,-1.4810443,0.08895576
137,2.74,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.16425295,0.26191407,0.04368508,0.061272386,-0.025614977,-0.16779947,-0.11241183,-0.08339441,0.019235492,0.09715966,0.11465937,0.08895576,1.5810508,1.3150672,1.171127,1.0590483,-2.564352,-0.17615622,-1.0721028,1.0689982,-0.85875994,-1.1706259,2.1815877,-0.056605943,3.2160764,-3.7395139,0.14236379,0.0024415732,0.7504818,2.7255082,1.8803875,2.3635798,-0.016754841,-1.5860839,-0.7580691,-1.0945925,0.185141,0.034699924,0.14786083,0.1592038,-0.031938955,0.047719743,0.007045326,0.20751679,0.006634119,-0.07239984,0.19582045,0.01960039,0.17597029,-0.12632817,-0.12632817,-0.00078547734,1.0652397,0.28023964,0.13364986,-1.5028067,0.06719339,0.12854989,0.08202908,0.08202908,-0.0099898055,0.7099063,-0.075093746,0.06158126,-1.7356776,-0.16567755,0.012262215,-0.13002007,-0.13002007,0.20530602,0.7276818,-0.05731821,0.018571755,-1.5678061,0.0021939278,-0.078042336,0.07049598,0.07049598,0.16431525,0.94133395,0.15633392,0.008861965,-1.4845159,0.08548415
138,2.7600000000000002,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.12632817,0.28023964,0.06719339,0.08202908,-0.075093746,-0.16567755,-0.13002007,-0.05731821,0.0021939278,0.07049598,0.15633392,0.08548415,1.8962388,0.916276,1.1754156,1.0378348,-2.4739394,0.10609773,-0.8804122,1.3038087,-0.8520791,-1.3331841,2.0837271,-0.17358205,2.545289,-4.1487594,-0.28725845,-0.4976383,1.5751289,2.7250917,2.1174154,1.9266832,0.30378696,-1.2132758,-1.5385629,-1.0930841,0.17597029,-0.00078547734,0.13364986,0.12854989,-0.0099898055,0.06158126,0.012262215,0.20530602,0.018571755,-0.078042336,0.16431525,0.008861965,0.16695581,-0.08343902,-0.08343902,-0.057512686,1.0744735,0.28947347,0.111099474,-1.4801886,0.089811444,0.09733405,0.10135348,0.10135348,0.013090953,0.6639009,-0.121099114,0.07842649,-1.7278696,-0.15786958,0.028005168,-0.14317308,-0.14317308,0.202893,0.7575776,-0.027422428,0.033318564,-1.5840337,-0.014033675,-0.078616776,0.041397702,0.041397702,0.13608716,0.9795362,0.19453615,-0.0054943208,-1.4903747,0.07962537
139,2.7800000000000002,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.08343902,0.28947347,0.089811444,0.10135348,-0.121099114,-0.15786958,-0.14317308,-0.027422428,-0.014033675,0.041397702,0.19453615,0.07962537,2.1444576,0.46169102,1.1309046,0.96621984,-2.3002698,0.39039856,-0.65765065,1.4947879,-0.81137776,-1.4549139,1.9101112,-0.29293993,1.8221674,-4.566023,-0.75108093,-0.9695032,2.3390892,2.6654646,2.3582954,1.445416,0.6244317,-0.7807059,-2.2293224,-1.08291,0.16695581,-0.057512686,0.111099474,0.09733405,0.013090953,0.07842649,0.028005168,0.202893,0.033318564,-0.078616776,0.13608716,-0.0054943208,0.15946743,-0.037010375,-0.037010375,-0.1263383,1.0736117,0.2886117,0.078532286,-1.4595286,0.11047149,0.07486528,0.11842431,0.11842431,0.036866777,0.62290657,-0.16209346,0.09653113,-1.7144773,-0.14447725,0.05400594,-0.15124549,-0.15124549,0.19846058,0.79030216,0.005302131,0.05310044,-1.5987355,-0.0287354,-0.07223434,0.010827368,0.010827368,0.115476154,1.0129912,0.22799116,-0.024755178,-1.4986689,0.07133114
140,2.8000000000000003,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,-0.037010375,0.2886117,0.11047149,0.11842431,-0.16209346,-0.14447725,-0.15124549,0.005302131,-0.0287354,0.010827368,0.22799116,0.07133114,2.3214324,-0.04308927,1.0329994,0.8535414,-2.049718,0.6696182,-0.40362057,1.6362268,-0.73508734,-1.5285168,1.6727512,-0.41471356,1.0772734,-4.9145913,-1.2447951,-1.3387333,3.0193083,2.537691,2.5923474,0.92229974,0.95041895,-0.29037946,-2.7850037,-1.0723914,0.15946743,-0.1263383,0.078532286,0.07486528,0.036866777,0.09653113,0.05400594,0.19846058,0.05310044,-0.07223434,0.115476154,-0.024755178,0.15639792,0.011529844,0.011529844,-0.1884299,1.0620515,0.2770515,0.049440958,-1.4417654,0.12823462,0.06712722,0.13270934,0.13270934,0.062300988,0.5883069,-0.19669312,0.11504742,-1.6957504,-0.1257503,0.09026291,-0.15362561,-0.15362561,0.19116865,0.8247692,0.039769173,0.074834295,-1.611232,-0.04123199,-0.058081508,-0.020125585,-0.020125585,0.10077404,1.0406704,0.25567037,-0.04283741,-1.5093611,0.060638905
141,2.82,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.011529844,0.2770515,0.12823462,0.13270934,-0.19669312,-0.1257503,-0.15362561,0.039769173,-0.04123199,-0.020125585,0.25567037,0.060638905,2.427011,-0.5780125,0.88815594,0.7142514,-1.7299831,0.9363487,-0.11900595,1.7233524,-0.6248316,-1.5476477,1.3839593,-0.5346102,0.35088506,-5.0590076,-1.6623561,-1.5594605,3.6050067,2.3411126,2.8111603,0.36780763,1.2510478,0.24662311,-3.206117,-1.0205,0.15639792,-0.1884299,0.049440958,0.06712722,0.062300988,0.11504742,0.09026291,0.19116865,0.074834295,-0.058081508,0.10077404,-0.04283741,0.15679054,0.060777333,0.060777333,-0.22693853,1.0398341,0.25483412,0.036107443,-1.4275137,0.14248633,0.0764916,0.14400655,0.14400655,0.09075748,0.56131566,-0.22368437,0.1302022,-1.672129,-0.10212898,0.1290272,-0.14984071,-0.14984071,0.18339679,0.85986304,0.07486302,0.0937262,-1.6209621,-0.05096209,-0.037143037,-0.050292153,-0.050292153,0.09134015,1.0618052,0.27680522,-0.052497946,-1.5222296,0.0477705
142,2.84,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.060777333,0.25483412,0.14248633,0.14400655,-0.22368437,-0.10212898,-0.14984071,0.07486302,-0.05096209,-0.050292153,0.27680522,0.0477705,2.4623744,-1.1108693,0.712587,0.5648604,-1.3495629,1.1810683,0.18924507,1.7546929,-0.4865026,-1.5083284,1.0567439,-0.64342254,-0.34431878,-4.889638,-1.9130768,-1.616217,4.090779,2.0577655,2.9555416,-0.18543084,1.4863131,0.8060877,-3.4895103,-0.8818506,0.15679054,-0.22693853,0.036107443,0.0764916,0.09075748,0.1302022,0.1290272,0.18339679,0.0937262,-0.037143037,0.09134015,-0.052497946,0.15598422,0.109324895,0.109324895,-0.24587865,1.0075723,0.22257227,0.035889618,-1.4170911,0.15290892,0.09752411,0.15236577,0.15236577,0.12217962,0.54294586,-0.24205416,0.14146662,-1.6442344,-0.07423437,0.16089249,-0.13969861,-0.13969861,0.1778444,0.8945083,0.109508276,0.10563927,-1.6275527,-0.057552695,-0.012206867,-0.07849744,-0.07849744,0.08391402,1.0758572,0.29085714,-0.053226948,-1.5368719,0.033128142
143,2.86,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.109324895,0.22257227,0.15290892,0.15236577,-0.24205416,-0.07423437,-0.13969861,0.109508276,-0.057552695,-0.07849744,0.29085714,0.033128142,2.4273782,-1.6130912,0.52112675,0.41796148,-0.9184895,1.3947299,0.50710493,1.7322631,-0.32953215,-1.4102644,0.7025945,-0.73211795,-1.0212297,-4.450021,-2.0145679,-1.5507628,4.464453,1.6948124,2.9603229,-0.7039482,1.6243,1.3519795,-3.6532242,-0.6606744,0.15598422,-0.24587865,0.035889618,0.09752411,0.12217962,0.14146662,0.16089249,0.1778444,0.10563927,-0.012206867,0.08391402,-0.053226948,0.1504449,0.15575245,0.15575245,-0.2481194,0.96637905,0.18137902,0.043430097,-1.4105922,0.15940785,0.1223898,0.15797159,0.15797159,0.15360624,0.53394496,-0.25105506,0.1527704,-1.6127919,-0.042791843,0.18107912,-0.12335325,-0.12335325,0.1729033,0.9276765,0.14267647,0.110484764,-1.630827,-0.060826898,0.013675973,-0.10363641,-0.10363641,0.0729034,1.0824485,0.29744846,-0.047004774,-1.5527486,0.017251492
144,2.88,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.15575245,0.18137902,0.15940785,0.15797159,-0.25105506,-0.042791843,-0.12335325,0.14267647,-0.060826898,-0.10363641,0.29744846,0.017251492,2.3213778,-2.0596619,0.3249483,0.28029117,-0.45004556,1.5721236,0.8172679,1.6584095,-0.16371022,-1.2569485,0.32956466,-0.7938298,-1.6845506,-3.781823,-2.005687,-1.4221437,4.6980257,1.2911681,2.798355,-1.1851658,1.6642609,1.8483092,-3.73305,-0.38003463,0.1504449,-0.2481194,0.043430097,0.1223898,0.15360624,0.1527704,0.18107912,0.1729033,0.110484764,0.013675973,0.0729034,-0.047004774,0.13565685,0.19860387,0.19860387,-0.23524906,0.91780233,0.13280231,0.054605685,-1.4079481,0.16205192,0.14847675,0.16109835,0.16109835,0.17868325,0.53469115,-0.25030887,0.16127391,-1.5786481,-0.008648038,0.18972394,-0.10129015,-0.10129015,0.16637525,0.95838296,0.17338294,0.1080215,-1.6308072,-0.06080711,0.0416981,-0.12468645,-0.12468645,0.060100637,1.0813944,0.2963944,-0.03194636,-1.5691744,0.00082564354
145,2.9,0.105000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.15,0.0,0.0,0.19860387,0.13280231,0.16205192,0.16109835,-0.25030887,-0.008648038,-0.10129015,0.17338294,-0.06080711,-0.12468645,0.2963944,0.00082564354,2.142571,-2.428835,0.13220255,0.15633768,0.0373109,1.707193,1.1031548,1.5353233,0.0009915233,-1.052502,-0.052702248,-0.82129246,-2.3450732,-2.9230552,-1.9182154,-1.2535607,4.7461524,0.84026396,2.4813724,-1.6312119,1.6072121,2.2900975,-3.7161686,-0.038073756,0.13565685,-0.23524906,0.054605685,0.14847675,0.17868325,0.16127391,0.18972394,0.16637525,0.1080215,0.0416981,0.060100637,-0.03194636,0.11163929,0.23642889,0.23642889,-0.20659007,0.86378074,0.07878071,0.065229855,-1.4089918,0.16100824,0.17222401,0.16205044,0.16205044,0.19421357,0.5451471,-0.2398529,0.16643007,-1.5427516,0.027248502,0.18711835,-0.07430079,-0.07430079,0.1546984,0.98566353,0.2006635,0.10048712,-1.6276784,-0.057678342,0.06732948,-0.14079745,-0.14079745,0.045879044,1.072709,0.28770894,-0.008694863,-1.5853509,-0.015350819
